acceptability_1;confidence_1;distress_1;acceptability_2;confidence_2;distress_2;acceptability_3;confidence_3;distress_3;acceptability_4;confidence_4;distress_4;acceptability_5;confidence_5;distress_5;acceptability_6;confidence_6;distress_6;acceptability_7;confidence_7;distress_7;scenarios_order;condition;1_oxford_1;1_oxford_2;1_oxford_3;1_oxford_4;1_oxford_5;1_oxford_6;1_oxford_7;1_oxford_8;1_oxford_9;oxford_order;age;gender;country;covid;openness;conscientiousness;extraversion;agreeableness;neuroticism;timestamp
31;37;72;22;66;27;81;82;29;86;73;87;49;26;65;72;67;72;-999;-999;-999;435126;4;4;1;5;6;3;4;1;1;1;281936745;28;2;11;-999;32;29;13;34;19;07/05/2020 09:40
2;0;100;0;0;100;78;35;57;0;1;100;0;0;100;-999;-999;-999;0;0;99;715243;1;6;7;5;3;5;1;5;1;7;563192487;53;2;11;-999;;;;;;07/05/2020 09:45
11;88;88;19;74;66;94;94;23;62;67;69;90;85;67;-999;-999;-999;15;82;96;741325;1;4;3;4;3;4;2;1;1;3;275863914;33;2;11;-999;27;32;28;33;19;07/05/2020 09:49
50;14;100;26;0;85;68;65;69;100;100;58;31;39;89;-999;-999;-999;0;76;100;753124;1;4;3;4;2;4;1;1;1;1;519784263;22;1;11;-999;36;33;29;35;20;07/05/2020 09:50
50;18;100;91;100;7;76;37;12;51;21;100;100;100;15;-999;-999;-999;0;100;100;753142;1;1;1;5;1;5;1;1;1;1;569812374;34;1;11;-999;40;30;29;38;23;07/05/2020 09:56
12;87;86;12;90;10;12;88;14;17;84;85;85;88;13;-999;-999;-999;11;88;91;345217;3;1;1;7;1;7;1;1;1;1;952817634;31;2;11;2;38;28;31;40;20;07/05/2020 09:57
100;100;100;0;97;100;0;96;3;0;100;5;0;41;61;-999;-999;-999;0;100;1;753421;1;7;1;5;5;1;1;1;1;5;314927685;45;1;11;-999;;;;;;07/05/2020 10:02
0;100;41;100;100;18;62;41;46;100;63;100;0;32;80;-999;-999;-999;44;14;100;521437;3;7;2;3;3;3;2;5;6;5;253817496;31;2;40;-999;30;24;19;29;36;07/05/2020 10:10
50;50;100;78;33;85;87;72;66;34;24;60;10;41;56;-999;-999;-999;50;69;100;734152;1;1;2;1;1;2;1;3;1;2;157843926;27;1;11;-999;;;;;;07/05/2020 10:15
10;90;68;8;91;62;40;95;59;100;100;84;19;85;54;75;65;94;-999;-999;-999;541236;4;3;5;3;6;5;3;3;3;5;524983167;60;1;11;-999;38;40;26;39;21;07/05/2020 10:26
100;83;89;6;81;27;91;72;90;94;0;100;0;100;13;100;79;100;-999;-999;-999;145326;4;6;6;7;1;7;2;1;2;6;138756492;32;2;11;-999;;;;;;07/05/2020 10:29
0;100;100;100;100;29;0;83;0;77;78;100;0;100;0;51;51;100;-999;-999;-999;123456;4;6;3;7;7;6;1;1;1;2;319754628;31;2;40;3;;;;;;07/05/2020 10:30
50;35;100;100;72;30;0;61;100;100;72;79;100;100;26;49;31;100;-999;-999;-999;631542;2;5;3;6;6;5;4;4;1;2;176389425;32;1;11;3;33;18;28;33;34;07/05/2020 10:41
0;0;100;100;100;100;0;100;100;100;100;100;100;100;0;0;100;100;-999;-999;-999;245316;4;7;4;4;7;7;1;1;1;1;714928635;63;1;11;-999;;;;;;07/05/2020 10:48
0;82;70;23;60;49;100;100;54;24;80;36;66;54;86;100;100;69;-999;-999;-999;654123;2;3;7;7;3;4;4;5;5;5;624795138;30;2;11;-999;48;31;19;39;13;07/05/2020 10:50
100;84;60;88;100;0;8;93;80;91;33;100;27;17;0;-999;-999;-999;100;87;100;751234;1;1;1;2;3;4;5;5;2;6;971263845;25;2;11;3;34;37;27;36;24;07/05/2020 10:53
57;55;99;98;98;97;100;92;89;95;94;100;100;96;100;-999;-999;-999;0;56;100;751324;1;4;3;7;7;4;1;1;1;2;672543189;26;1;11;-999;47;39;28;30;28;07/05/2020 10:58
0;53;100;0;100;83;0;100;29;0;100;71;0;100;17;-999;-999;-999;0;65;100;735421;1;1;1;2;1;7;1;2;1;1;752893416;35;1;11;-999;;;;;;07/05/2020 11:03
64;26;98;19;84;74;83;67;72;82;85;94;23;98;24;62;35;100;-999;-999;-999;345216;4;3;3;3;2;5;2;5;6;2;154279683;30;2;11;-999;49;34;35;31;31;07/05/2020 11:05
0;27;82;0;100;82;100;71;72;77;75;100;0;100;0;-999;-999;-999;0;100;100;253147;3;6;3;6;7;5;1;1;1;1;813427695;30;1;11;3;;;;;;07/05/2020 11:05
0;100;100;100;100;0;0;100;0;100;100;100;100;100;0;-999;-999;-999;0;100;100;734125;1;1;1;1;1;1;1;1;1;1;538496721;26;2;11;3;;;;;;07/05/2020 11:05
100;66;100;15;74;22;100;100;35;100;100;70;68;55;87;-999;-999;-999;80;62;90;713524;1;5;2;6;4;4;2;6;4;6;817943256;32;1;11;-999;41;30;27;30;28;07/05/2020 11:05
80;72;68;17;73;26;100;84;39;100;89;30;37;37;89;-999;-999;-999;79;63;94;315427;3;3;3;6;5;6;6;6;5;6;192384576;33;2;11;-999;38;28;22;34;12;07/05/2020 11:05
24;67;100;28;61;100;67;64;100;85;76;87;73;50;100;-999;-999;-999;33;29;100;432517;3;2;3;6;3;4;3;3;2;2;389576421;42;1;11;3;40;34;23;27;21;07/05/2020 11:05
11;88;100;100;100;75;75;31;65;100;100;15;100;100;86;-999;-999;-999;8;24;100;251347;3;5;3;5;3;5;4;3;6;3;197483562;22;1;11;-999;37;36;30;35;34;07/05/2020 11:06
63;64;70;100;100;0;100;100;0;56;42;87;100;100;100;77;24;96;-999;-999;-999;514236;4;6;6;7;7;6;1;1;1;1;439176285;39;1;11;-999;42;45;27;40;13;07/05/2020 11:06
0;100;100;20;73;100;77;77;95;100;100;10;0;100;100;9;89;100;-999;-999;-999;651234;2;4;4;4;5;4;2;1;2;1;157243896;23;1;11;-999;37;24;30;30;33;07/05/2020 11:06
31;65;100;91;92;82;57;43;67;48;33;81;45;45;100;-999;-999;-999;29;64;100;725134;1;3;4;4;5;4;4;4;4;4;346278591;23;1;11;3;33;22;32;29;37;07/05/2020 11:06
85;27;100;21;40;79;79;29;100;100;100;89;0;100;0;84;68;75;-999;-999;-999;625413;2;3;3;3;2;4;5;5;5;5;318526974;25;2;11;-999;39;34;25;30;23;07/05/2020 11:07
34;50;100;71;73;100;67;61;69;38;44;100;35;43;100;-999;-999;-999;28;43;100;253147;3;3;2;6;6;4;5;5;2;2;281536947;21;1;11;3;43;25;22;26;28;07/05/2020 11:07
28;19;92;60;0;100;77;40;98;72;0;99;19;20;85;-999;-999;-999;16;22;100;753142;1;7;6;4;7;4;3;2;4;4;497182356;34;1;11;-999;;;;;;07/05/2020 11:07
15;100;62;35;33;62;2;100;68;17;97;87;0;77;29;0;92;100;-999;-999;-999;625413;2;2;4;2;6;2;2;4;2;4;754823961;22;1;11;3;36;37;37;37;20;07/05/2020 11:08
100;51;97;0;74;18;0;0;82;72;0;100;0;100;0;-999;-999;-999;0;0;0;312457;3;1;1;2;1;2;3;6;4;4;895147362;26;1;11;-999;45;42;39;35;29;07/05/2020 11:08
0;100;0;100;100;0;66;100;12;100;100;14;0;100;0;100;0;64;-999;-999;-999;423516;4;1;6;7;1;4;4;6;6;4;139827465;26;2;11;-999;31;37;24;33;22;07/05/2020 11:09
50;29;100;32;64;67;100;100;63;89;89;75;81;64;75;-999;-999;-999;14;78;100;745132;1;6;1;6;1;2;1;3;1;3;592631478;23;1;11;-999;33;39;21;36;24;07/05/2020 11:09
69;46;100;24;76;25;100;100;15;100;76;100;16;74;21;-999;-999;-999;69;0;100;542137;3;6;7;7;7;7;4;7;5;4;312459786;24;1;11;3;42;36;36;28;24;07/05/2020 11:09
66;67;82;70;68;93;50;67;32;75;40;76;15;79;82;-999;-999;-999;50;49;100;253147;3;5;5;4;3;4;5;2;5;4;478369215;19;1;11;-999;;;;;;07/05/2020 11:09
66;30;57;73;40;59;87;87;10;27;25;41;0;83;0;84;0;100;-999;-999;-999;143256;4;4;2;4;1;4;5;2;6;5;983726415;23;2;11;-999;;;;;;07/05/2020 11:09
100;53;100;0;100;0;100;100;50;100;100;100;3;71;73;100;75;100;-999;-999;-999;124356;4;6;6;7;7;7;6;2;5;6;796438512;29;1;11;-999;43;39;27;31;17;07/05/2020 11:09
100;92;73;100;100;0;100;100;59;0;100;25;50;100;100;-999;-999;-999;0;100;100;754213;1;1;1;7;1;7;7;1;3;6;187562394;34;2;11;-999;33;19;16;36;16;07/05/2020 11:10
75;38;100;0;100;24;100;100;0;80;100;67;70;26;88;28;64;100;-999;-999;-999;645132;2;1;2;2;2;2;2;3;6;5;724853961;24;1;11;3;42;24;18;32;23;07/05/2020 11:12
70;70;84;27;25;100;68;86;75;98;86;74;100;98;69;100;77;100;-999;-999;-999;621345;2;1;3;5;4;3;1;1;1;5;927514638;25;1;11;-999;41;31;28;28;33;07/05/2020 11:12
100;87;100;100;83;19;0;100;22;100;0;100;68;63;84;90;76;100;-999;-999;-999;135426;4;2;1;5;4;1;1;1;1;1;169723584;23;2;11;-999;43;36;19;29;30;07/05/2020 11:12
66;68;100;62;72;100;100;79;100;100;100;100;100;100;100;77;81;100;-999;-999;-999;321546;4;4;3;4;3;5;3;1;4;6;859174623;43;1;11;3;32;25;25;40;21;07/05/2020 11:12
32;31;29;37;35;20;90;100;13;76;33;89;24;85;19;64;24;97;-999;-999;-999;634251;2;5;5;7;7;4;6;6;3;5;782653914;25;2;11;-999;45;25;27;23;31;07/05/2020 11:13
74;77;70;22;64;56;60;62;100;69;68;77;2;98;58;-999;-999;-999;27;26;100;742153;1;6;3;4;6;5;3;1;3;5;862479315;22;1;11;-999;41;38;35;38;23;07/05/2020 11:13
61;49;65;47;31;53;53;40;56;41;42;54;24;67;39;63;36;66;-999;-999;-999;645321;2;3;2;2;3;3;5;5;2;5;785142963;28;1;11;-999;43;36;24;28;27;07/05/2020 11:13
0;84;100;37;25;81;82;84;100;100;86;100;61;62;100;77;64;100;-999;-999;-999;241356;4;6;6;6;6;7;1;1;1;3;738651294;37;1;11;3;39;28;20;29;36;07/05/2020 11:14
75;72;100;43;0;63;84;75;74;96;80;100;63;22;100;21;21;100;-999;-999;-999;634512;2;3;2;6;5;3;5;2;2;3;142635897;18;1;11;-999;39;29;30;30;25;07/05/2020 11:14
36;0;100;30;27;69;100;74;100;65;66;100;100;70;61;-999;-999;-999;0;16;100;751243;1;2;3;3;3;2;3;3;3;3;571682934;24;1;11;-999;49;38;25;30;22;07/05/2020 11:14
83;84;30;0;78;1;100;100;23;99;3;100;0;35;100;-999;-999;-999;74;74;100;732415;1;3;7;7;7;6;3;2;5;2;963287154;19;1;11;-999;49;40;31;39;21;07/05/2020 11:14
70;8;49;100;84;13;75;7;100;76;50;19;52;25;99;100;92;72;-999;-999;-999;514236;4;4;6;6;1;7;2;1;2;2;638924571;23;1;11;-999;42;37;29;29;22;07/05/2020 11:15
2;98;82;73;46;100;100;100;0;95;100;80;0;100;66;0;86;100;-999;-999;-999;635412;2;7;7;7;7;7;7;6;7;7;256934718;24;2;11;-999;42;27;35;26;26;07/05/2020 11:15
15;87;84;89;89;35;63;84;89;65;99;100;13;87;71;53;86;100;-999;-999;-999;435216;4;4;4;6;2;4;1;1;1;2;298735146;46;2;27;-999;;;;;;07/05/2020 11:15
81;63;62;11;96;30;100;100;0;78;78;67;3;97;1;-999;-999;-999;20;79;73;741253;1;2;5;6;5;6;5;6;5;5;721543698;45;2;11;-999;;;;;;07/05/2020 11:16
74;65;67;42;13;73;19;52;52;0;83;63;48;12;55;-999;-999;-999;29;68;97;351427;3;4;6;6;2;5;3;5;4;5;321459768;22;2;11;-999;;;;;;07/05/2020 11:16
71;34;100;18;79;89;72;81;81;100;76;100;100;63;75;-999;-999;-999;31;62;100;712453;1;3;5;6;5;5;3;5;6;5;754321698;23;1;11;-999;44;31;36;30;26;07/05/2020 11:17
71;71;100;59;59;56;82;72;55;72;48;71;100;84;74;70;51;100;-999;-999;-999;615342;2;4;5;6;5;6;1;5;2;4;398714265;29;1;11;-999;32;33;25;26;26;07/05/2020 11:17
31;66;100;27;35;94;69;24;100;65;35;100;38;0;100;65;29;100;-999;-999;-999;621435;2;3;3;6;6;5;6;2;1;2;598734162;25;1;11;-999;34;13;10;28;33;07/05/2020 11:17
72;29;100;78;72;100;61;76;100;24;63;100;64;45;100;85;84;97;-999;-999;-999;652431;2;6;5;5;5;6;5;5;5;6;528461937;22;1;11;3;39;22;37;33;19;07/05/2020 11:17
60;60;60;54;24;73;74;27;63;57;20;71;0;100;0;-999;-999;-999;100;100;9;354127;3;3;4;6;6;5;6;4;6;5;946187532;21;1;11;-999;43;34;26;32;29;07/05/2020 11:18
100;26;100;78;73;26;100;100;0;61;65;63;64;30;100;-999;-999;-999;0;100;100;713524;1;5;1;7;4;5;2;7;1;5;417956823;43;1;11;3;;;;;;07/05/2020 11:19
28;38;91;30;19;21;28;17;90;96;91;71;0;91;17;0;26;100;-999;-999;-999;631245;2;3;2;2;5;5;2;6;5;2;632157489;22;2;11;-999;33;24;26;41;20;07/05/2020 11:19
74;61;100;100;100;0;75;100;100;100;100;27;100;100;81;100;100;100;-999;-999;-999;324516;4;3;3;7;6;2;1;1;5;5;639475821;36;1;11;-999;34;30;17;38;16;07/05/2020 11:21
63;63;100;41;57;100;100;100;100;86;100;100;15;100;70;89;94;100;-999;-999;-999;634125;2;3;5;5;5;5;6;5;6;6;129756348;23;1;11;-999;35;28;34;24;37;07/05/2020 11:21
61;0;5;100;100;76;72;63;60;0;69;26;18;59;76;-999;-999;-999;0;75;100;742135;1;5;1;4;3;1;5;3;5;5;368294715;35;2;11;-999;;;;;;07/05/2020 11:21
78;78;34;85;86;11;58;0;0;90;90;61;34;70;63;100;100;48;-999;-999;-999;652413;2;1;1;4;1;1;4;5;1;5;349215876;23;2;11;-999;26;22;23;34;28;07/05/2020 11:21
50;71;61;41;69;57;41;75;60;100;80;100;50;67;74;-999;-999;-999;0;60;100;741325;1;6;5;6;3;4;1;3;1;1;397218654;26;1;11;-999;39;34;26;34;25;07/05/2020 11:21
41;33;100;25;65;100;71;73;100;77;81;70;12;68;100;-999;-999;-999;55;35;100;312547;3;6;3;5;5;3;2;3;2;2;137265849;29;2;11;-999;31;32;26;32;20;07/05/2020 11:21
3;85;100;71;61;100;69;68;66;70;65;100;28;60;100;84;71;100;-999;-999;-999;142356;4;1;2;7;2;5;2;6;3;2;728359164;37;1;11;-999;38;18;31;42;11;07/05/2020 11:22
59;38;100;80;75;33;100;100;0;84;13;100;30;62;94;90;61;100;-999;-999;-999;153426;4;2;5;6;7;7;3;3;4;2;712839546;27;1;11;2;38;35;27;36;32;07/05/2020 11:22
25;27;100;83;82;73;58;31;75;25;37;96;25;44;100;-999;-999;-999;71;37;95;425137;3;3;2;4;3;5;4;5;5;5;192367485;25;1;11;-999;43;22;23;34;14;07/05/2020 11:22
74;53;100;90;77;67;77;93;59;0;100;50;100;86;76;88;80;100;-999;-999;-999;615342;2;1;4;6;6;4;3;3;1;4;284135976;22;1;11;-999;40;38;30;34;19;07/05/2020 11:22
65;59;100;11;87;66;73;100;63;89;100;100;33;80;59;-999;-999;-999;36;37;100;241537;3;6;4;3;2;3;5;3;6;3;729854361;24;1;11;-999;;;;;;07/05/2020 11:22
29;57;100;36;37;89;66;54;89;77;63;91;69;41;100;-999;-999;-999;15;96;69;421357;3;3;4;5;5;6;5;5;2;4;596823471;31;1;11;-999;43;25;30;35;24;07/05/2020 11:22
51;52;100;45;55;100;62;62;69;54;53;100;42;59;59;100;56;100;-999;-999;-999;624153;2;7;6;6;6;7;5;5;5;5;253816497;40;1;11;2;46;33;32;29;35;07/05/2020 11:22
85;74;87;85;68;59;27;45;97;64;33;100;36;69;80;-999;-999;-999;18;54;100;542137;3;3;3;6;5;5;3;5;4;5;235786491;23;1;44;-999;35;26;27;33;33;07/05/2020 11:22
36;44;72;36;66;78;33;61;84;70;62;86;66;70;81;-999;-999;-999;35;39;100;345217;3;5;3;6;3;3;3;5;3;3;187943562;22;1;11;-999;37;31;21;32;18;07/05/2020 11:23
30;54;100;87;74;81;70;38;68;15;39;78;86;73;86;-999;-999;-999;100;100;100;134527;3;7;7;7;5;6;6;3;5;4;431785692;23;4;11;-999;42;27;20;34;24;07/05/2020 11:24
64;74;68;67;67;28;42;70;63;27;64;61;32;28;52;-999;-999;-999;78;67;31;754213;1;2;4;4;4;4;5;5;4;6;837195426;23;2;11;-999;36;22;17;28;25;07/05/2020 11:24
67;48;90;84;63;74;30;39;37;0;100;78;14;84;27;88;82;85;-999;-999;-999;215436;4;1;6;5;3;5;5;2;3;6;753692814;24;2;11;-999;43;30;21;34;24;07/05/2020 11:24
68;36;100;0;100;21;58;30;52;0;100;100;20;51;100;-999;-999;-999;8;56;98;745231;1;2;6;2;5;7;2;5;4;1;263951478;22;2;11;-999;;;;;;07/05/2020 11:24
0;100;100;14;100;17;0;100;100;100;100;100;100;100;0;-999;-999;-999;26;100;100;721345;1;4;1;7;4;2;1;2;3;1;864275391;22;1;11;-999;47;40;34;38;26;07/05/2020 11:25
33;43;99;26;61;78;79;80;100;100;81;100;72;65;61;35;2;100;-999;-999;-999;532146;4;5;5;3;5;5;1;7;2;2;768149523;34;1;11;-999;46;26;22;31;26;07/05/2020 11:26
27;86;82;0;54;66;86;80;100;58;58;50;0;100;71;100;59;99;-999;-999;-999;652134;2;2;1;1;4;1;7;7;7;4;971325846;36;2;11;-999;;;;;;07/05/2020 11:26
43;14;100;30;46;39;84;53;37;82;39;88;3;100;13;-999;-999;-999;23;22;100;713524;1;2;3;6;6;5;2;3;5;3;695128374;26;1;11;-999;35;31;24;39;21;07/05/2020 11:27
51;16;100;27;51;61;100;80;75;70;49;76;37;63;77;50;49;100;-999;-999;-999;645231;2;6;6;5;5;5;4;2;4;3;563847921;22;1;11;-999;32;29;26;38;33;07/05/2020 11:27
54;26;100;36;61;41;55;46;75;63;56;37;35;62;66;64;43;100;-999;-999;-999;514326;4;5;4;6;7;5;3;2;4;2;836529714;27;2;11;-999;;;;;;07/05/2020 11:27
66;88;100;93;68;79;63;87;76;19;86;64;76;59;100;77;78;100;-999;-999;-999;642315;2;7;5;6;6;6;6;5;5;5;375681924;43;1;11;3;46;27;31;40;25;07/05/2020 11:27
3;80;47;20;81;33;25;87;30;85;53;82;16;52;84;-999;-999;-999;15;75;86;712543;1;1;3;2;1;2;5;2;5;6;285736491;35;2;11;-999;39;38;30;39;14;07/05/2020 11:28
0;100;78;17;35;71;74;74;100;78;100;79;32;32;66;83;59;100;-999;-999;-999;415236;4;5;7;7;7;7;1;1;4;2;325917468;23;1;11;-999;40;32;29;41;31;07/05/2020 11:28
26;77;58;63;39;80;85;69;63;42;44;100;45;53;78;-999;-999;-999;16;89;100;754132;1;5;5;6;3;6;3;3;3;1;817932654;24;6;11;-999;42;41;28;35;27;07/05/2020 11:28
61;29;100;100;100;5;0;58;100;0;100;100;1;100;0;100;100;0;-999;-999;-999;352146;4;7;1;1;1;1;7;4;5;7;573819264;22;2;11;3;43;17;29;37;20;07/05/2020 11:29
56;15;77;53;28;72;39;38;76;37;0;99;55;57;44;56;17;72;-999;-999;-999;615342;2;2;3;4;5;4;5;5;3;5;695372814;24;2;11;-999;33;23;26;34;19;07/05/2020 11:29
87;88;29;0;100;0;100;100;0;68;43;100;21;31;84;100;100;100;-999;-999;-999;512436;4;5;5;6;6;6;5;7;7;1;647123859;17;2;11;-999;;;;;;07/05/2020 11:30
82;89;100;32;62;72;85;83;69;84;70;85;14;69;75;-999;-999;-999;78;71;100;745132;1;6;4;5;5;5;5;6;1;6;753821694;21;2;11;3;33;29;19;40;35;07/05/2020 11:30
82;69;39;58;35;71;43;41;61;59;37;100;30;59;43;86;66;84;-999;-999;-999;352146;4;3;3;5;5;4;5;2;5;5;342158769;18;1;11;-999;45;34;25;28;31;07/05/2020 11:30
49;26;27;77;48;100;24;75;76;100;0;100;0;77;0;100;0;100;-999;-999;-999;135426;4;4;4;4;2;5;2;5;2;6;928317564;49;2;11;3;49;25;20;34;24;07/05/2020 11:30
73;84;90;32;71;12;100;100;0;100;80;59;17;89;8;83;64;100;-999;-999;-999;631425;2;4;4;7;6;4;5;2;5;4;158362794;30;2;11;-999;41;39;32;35;27;07/05/2020 11:31
71;38;68;28;61;58;67;72;38;36;59;27;19;78;25;-999;-999;-999;60;27;100;725341;1;1;5;5;2;4;6;6;5;5;952163748;20;2;11;3;34;29;22;37;18;07/05/2020 11:31
81;31;100;100;84;0;66;100;79;100;100;100;100;100;100;-999;-999;-999;0;29;0;351427;3;3;3;6;4;6;3;1;1;5;834569217;30;2;11;3;35;28;17;33;35;07/05/2020 11:32
20;90;100;95;100;82;25;72;100;84;89;92;78;84;84;-999;-999;-999;7;100;100;514327;3;1;4;3;4;7;3;1;1;1;316875492;61;2;11;2;;;;;;07/05/2020 11:32
20;31;100;87;84;56;33;33;66;100;85;69;100;81;62;49;29;100;-999;-999;-999;613425;2;3;2;3;3;2;1;5;2;2;247653198;31;1;11;-999;36;32;23;37;20;07/05/2020 11:32
27;62;99;41;43;71;70;63;80;80;59;100;75;66;100;60;45;100;-999;-999;-999;513246;4;7;6;5;6;4;4;3;1;4;124759638;17;1;11;-999;32;26;22;30;32;07/05/2020 11:32
24;73;28;28;71;30;89;87;69;15;37;80;67;69;85;82;82;98;-999;-999;-999;435126;4;1;1;5;3;2;1;2;1;1;138465927;53;1;11;3;34;35;20;34;15;07/05/2020 11:33
36;32;100;83;77;65;75;27;100;31;38;100;16;69;26;100;19;100;-999;-999;-999;352416;4;3;3;3;1;1;5;2;5;5;518276439;41;2;11;-999;;;;;;07/05/2020 11:33
2;99;100;0;96;77;69;74;67;75;65;100;0;100;100;-999;-999;-999;0;100;96;341257;3;1;3;5;1;4;1;5;4;2;839741256;40;2;27;-999;;;;;;07/05/2020 11:33
83;83;100;17;81;68;79;94;83;100;90;100;0;100;0;89;42;100;-999;-999;-999;125346;4;4;5;5;5;6;4;4;3;5;268713495;62;1;11;-999;30;34;27;33;27;07/05/2020 11:33
16;82;100;78;79;100;77;82;100;75;77;100;100;100;100;-999;-999;-999;59;13;100;314257;3;1;1;1;2;6;1;1;1;4;296513874;30;1;11;-999;39;32;22;20;38;07/05/2020 11:33
0;71;67;75;42;35;66;33;68;24;65;77;75;33;74;77;39;69;-999;-999;-999;612354;2;3;3;3;2;5;2;4;2;6;918453762;19;1;11;-999;37;30;23;21;30;07/05/2020 11:33
100;100;100;66;100;100;66;100;100;73;57;100;54;100;100;100;100;100;-999;-999;-999;635421;2;4;4;3;3;4;5;5;3;5;271536948;28;1;11;3;32;39;28;29;29;07/05/2020 11:34
10;76;62;42;26;23;66;89;17;83;74;78;93;67;66;83;43;100;-999;-999;-999;432516;4;1;2;3;2;2;2;6;3;3;281953764;37;2;11;3;40;32;26;35;12;07/05/2020 11:34
22;22;100;100;100;1;22;22;86;100;100;27;80;52;100;-999;-999;-999;0;1;99;523147;3;6;1;1;1;1;3;4;1;1;782431695;27;1;11;3;;;;;;07/05/2020 11:34
22;75;100;20;74;40;72;74;100;79;79;86;23;23;100;-999;-999;-999;78;20;100;531427;3;2;6;6;3;5;5;2;3;5;845297631;18;1;11;-999;42;18;25;31;30;07/05/2020 11:34
44;56;100;67;41;67;69;38;74;56;44;100;58;41;100;63;0;100;-999;-999;-999;653214;2;4;3;5;7;4;4;4;4;2;729841365;29;1;11;-999;;;;;;07/05/2020 11:35
39;66;100;61;68;92;100;93;57;100;93;80;53;31;33;-999;-999;-999;55;0;99;713425;1;2;4;6;3;5;1;2;2;3;681297435;23;1;11;-999;35;25;10;24;37;07/05/2020 11:36
100;99;99;56;89;56;46;91;48;100;100;59;99;99;99;100;100;99;-999;-999;-999;651324;2;1;1;6;5;4;2;3;1;6;923785641;42;2;11;-999;44;33;34;31;25;07/05/2020 11:38
10;85;50;94;75;29;88;74;47;0;100;0;0;100;0;75;23;100;-999;-999;-999;621345;2;7;1;2;2;4;4;1;2;4;296714358;52;2;11;-999;35;22;24;35;28;07/05/2020 11:39
60;36;81;19;69;77;70;60;37;100;84;21;34;62;84;-999;-999;-999;19;45;75;254137;3;5;6;5;5;6;2;3;4;5;769132854;20;1;11;-999;;;;;;07/05/2020 11:39
78;68;100;26;27;100;100;77;60;98;74;96;31;39;100;-999;-999;-999;77;44;100;435217;3;5;4;7;6;3;5;2;1;5;528149376;21;1;11;3;34;33;37;38;31;07/05/2020 11:40
67;27;98;15;72;40;90;91;28;24;34;75;24;60;66;-999;-999;-999;68;13;98;142537;3;3;5;6;4;3;5;5;2;5;621973584;33;1;11;23;38;28;35;42;26;07/05/2020 11:40
19;37;100;37;34;85;89;80;63;86;66;100;67;37;100;-999;-999;-999;34;16;100;325417;3;6;5;5;5;6;3;5;3;5;196753842;23;1;11;-999;33;23;27;22;28;07/05/2020 11:41
26;63;100;74;33;100;69;59;100;0;77;77;0;36;100;100;75;100;-999;-999;-999;625134;2;7;6;6;5;6;2;1;5;3;619725483;23;1;11;3;37;32;22;23;37;07/05/2020 11:42
49;51;100;68;68;100;100;81;100;100;95;100;75;100;100;-999;-999;-999;0;100;100;354127;3;1;4;5;4;2;2;1;5;1;643852179;19;1;11;-999;39;36;22;32;35;07/05/2020 11:43
67;40;100;29;29;77;77;75;91;75;56;100;99;72;76;64;0;100;-999;-999;-999;254136;4;6;2;7;3;3;2;6;2;3;713825469;28;1;11;-999;;;;;;07/05/2020 11:44
0;100;0;100;100;0;23;76;21;11;83;0;12;76;10;100;100;2;-999;-999;-999;532416;4;2;5;2;1;5;2;1;2;6;295813467;43;1;11;-999;;;;;;07/05/2020 11:44
5;27;91;15;23;100;87;91;100;94;7;90;92;92;91;-999;-999;-999;8;89;91;751243;1;3;5;7;6;6;2;6;1;2;293618547;35;1;11;2;42;30;30;30;33;07/05/2020 11:44
67;72;80;76;67;71;79;68;71;13;81;66;67;70;63;-999;-999;-999;75;69;96;721354;1;3;2;3;5;5;5;2;6;5;213978546;25;2;11;-999;43;25;35;33;19;07/05/2020 11:44
0;100;100;42;45;100;100;91;67;75;70;100;100;100;77;-999;-999;-999;2;100;95;254317;3;3;3;5;7;5;1;1;1;1;492673581;24;1;11;-999;;;;;;07/05/2020 11:44
0;100;0;100;100;0;100;100;0;0;100;0;100;100;0;-999;-999;-999;0;100;0;542137;3;4;4;7;1;7;1;1;7;1;954683217;27;3;11;3;;;;;;07/05/2020 11:45
0;100;100;31;75;69;100;99;80;25;79;100;35;75;66;100;100;100;-999;-999;-999;423516;4;6;7;7;3;6;5;7;1;4;468152739;27;1;11;3;30;32;32;25;26;07/05/2020 11:45
47;27;81;77;62;75;63;59;73;58;26;84;43;39;79;-999;-999;-999;57;45;90;425317;3;4;1;5;5;2;3;1;1;5;496253187;38;2;11;-999;34;24;18;26;23;07/05/2020 11:46
100;100;100;26;77;100;100;100;74;100;100;100;0;100;26;74;74;100;-999;-999;-999;415326;4;5;5;5;7;5;6;2;6;6;782149356;22;1;11;-999;22;24;16;27;27;07/05/2020 11:47
18;77;100;60;68;99;100;100;25;70;75;77;30;60;66;64;79;100;-999;-999;-999;624135;2;2;4;6;5;4;2;6;2;3;469231785;25;1;11;3;36;19;20;28;23;07/05/2020 11:47
55;39;40;90;90;7;84;80;20;72;73;63;34;59;89;-999;-999;-999;11;61;88;513427;3;3;4;4;3;6;2;5;3;2;356198742;27;2;11;-999;45;35;25;31;33;07/05/2020 11:48
67;37;93;31;45;72;38;32;89;18;77;42;60;40;80;69;56;63;-999;-999;-999;123546;4;2;2;1;2;2;4;3;2;4;489561723;24;3;11;-999;;;;;;07/05/2020 11:48
